Developing regions,"Country 
letter code",ISO code,CountryOld,Country,,EXCLUDE1isyes,Start year,End year,"Age 
range",Population type,Contraceptive-use-ANY,Contraceptive-use-MODERN,Contraceptive-use-TRADITIONAL,Note on country,Note on population,Note on methods,"Notes on residuals 
(Modern methods)","Notes on residuals 
(Traditional methods)",GEO biases (unknown direction),Non-pregnant and other positive biases,Negative bias,Modern method bias,Folk method positive bias,Unmet,Spacing,Limiting,,Data series/type,Sponsor,Source name,Data Catalogue ID
developing,GHA ,288,Ghana,Ghana,Ghana2014,0,2014.67,2015,15-49,MW,27.6,22.3,5.3,,,,,,,,,,,26.7,15,11.7,,DHS,,Ghana Demographic and Health Survey 2014,5778
developing,GHA ,288,Ghana,Ghana,Ghana2015,0,2015.5,2015.49,15-49,MW,34.69,28.64,6.05,,,,,,,,,,,29.6,19.4,10.3,,PMA,,Ghana 2014 PMA2020 Round 4,5995
,GRC ,300,Greece,Greece,Greece1983,0,1983,1984,15-44,AL,77.2,31.6,45.6,,"Data pertain to all women of reproductive age, irrespective of marital status.",,,Including rhythm.,,,,,,,,,,National survey,,"Fertility Survey, National Centre for Social Research 1983",3113
,GRC ,300,Greece,Greece,Greece1999,0,1999,1999.58,20-49,MW,61.3,33.6,27.7,,Data pertain to women who were sexually active during the month prior to the interview.,Including some cases of sterilization for non-contraceptive reasons.,,,,Data pertain to women who were sexually active during the month prior to the interview.,,+,,,,,,FFS,,1999 Greek Fertility and Family Survey ,2887
,GRC ,300,Greece,Greece,Greece2001,0,2001.75,2001.83,16-45,SA,76.2,45.9,30.3,,Data pertain to sexually active women of reproductive age.,Adjusted.,,,,Data pertain to sexually active women of reproductive age.,,,,,,,,National survey,,Attitudes and Behavior towards Contraception among Greek Women during Reproductive Age: a Country-wide Survey 2001,4981
developing,GRD ,308,Grenada,Grenada,Grenada1985,0,1985,1986,15-44,MW,31,27.3,3.5,,,Figures by method do not add up to the total.,,,,,,,,,,,,CCPS,,1985 Contraceptive Prevalence Survey in Grenada,2751
developing,GRD ,308,Grenada,Grenada,Grenada1990,0,1990,1991,15-44,MW,54.3,52.1,2.1,,,Adjusted.,,,,,,,,,,,,National survey,,Family Planning Users Poll,2798
developing,GLP ,312,Guadeloupe,Guadeloupe,Guadeloupe1976,0,1976,1977,15-49,AL,29.4,21.1,8.3,,"Data pertain to all women of reproductive age, irrespective of marital status.",,Including male sterilization and injectables.,Including douching.,,,,,,,,,,National survey,,Enquête sur la Fécondité et la Contraception en Guadeloupe 1976,3116
developing,GUM ,316,Guam,Guam,Guam2002,0,2002,2003,18-44,SA,66.6,58.3,8.3,,"Data pertain to sexually active, non-pregnant women.",Adjusted.,,,,"Data pertain to sexually active, non-pregnant women.",,,,,,,,National survey,,Behavioral Risk Factor Surveillance System,3117
developing,GTM ,320,Guatemala,Guatemala,Guatemala1977,0,1977,1979,15-44,MW,18.1,15.2,2.9,,,,,"Excluding abstinence, douching and folk methods.",,,,,,,,,,CPS,,Guatemala Contraceptive Prevalence Survey,28
developing,GTM ,320,Guatemala,Guatemala,Guatemala1983,0,1983.67,1984,15-44,MW,25,20.6,4.4,,,,Including injectables and vaginal barrier methods.,,,,,,,,,,,RHS,,1983 Family Planning and Maternal/Child Health Survey,2734
developing,GTM ,320,Guatemala,Guatemala,Guatemala1987,0,1987.67,1988,15-44,MW,23.2,19.1,4.1,,,,,,,,,,,29.4,16.4,13,,DHS,,Encuesta Nacional de Salud Materno Infantil 1987,1763
developing,GTM ,320,Guatemala,Guatemala,Guatemala1995,0,1995.41,1996,15-49,MW,31.4,26.9,4.5,,,,,,,,,,,28.1,14.4,13.7,,DHS,,Encuesta Nacional de Salud Materno Infantil 1995,1770
developing,GTM ,320,Guatemala,Guatemala,Guatemala1998,0,1998.83,1999.41,15-49,MW,38.2,30.9,7.3,,,,,Including folk methods.,,,,,Including folk methods.,26.8,13.8,13.1,,DHS,,Encuesta Nacional de Salud Materno Infantil 1998-1999,207
developing,GTM ,320,Guatemala,Guatemala,Guatemala2002,0,2002.32,2002.88,15-49,MW,43.3,34.5,8.7,,,Figures by method do not add up to the total.,,Including folk methods.,,,,,Including folk methods.,27.6,15.1,12.5,,RHS,,Encuesta Nacional de Salud Materno Infantil 2002,173
developing,GTM ,320,Guatemala,Guatemala,Guatemala2008,0,2008.75,2009.49,15-49,MW,54.1,44,10.1,,,,"Including female condoms, implants and vaginal barrier methods.",,,,,,,20.8,11,9.8,,RHS,,2008-2009 Encuesta Nacional de Salud Materno Infantil,3119
developing,GTM ,320,Guatemala,Guatemala,Guatemala2014,0,2014.75,2015.52,15-49,MW,60.6,48.9,11.7,,,Preliminary data.,"Including lactational amenorrhea (LAM), Standard Days Method (Cycle Beads) and vaginal barrier methods.",,,,,,,14.1,8.4,5.7,,DHS,,Guatemala 2014-2015 Demographic and Health Survey (DHS),5790
developing,GIN ,324,Guinea,Guinea,Guinea1992,0,1992.33,1992.58,15-49,MW,1.7,1,0.7,,,,"Including male and female sterilization, injectables and vaginal barrier methods.",Including withdrawal.,,,,,,24.7,18.3,6.4,,DHS,,Guinée Enquête Démographique et de Santé 1992,1738
developing,GIN ,324,Guinea,Guinea,Guinea1999,0,1999.33,1999.58,15-49,MW,6.2,4.2,2,,,,"Including male and female sterilization, implants and vaginal barrier methods.",Including folk methods.,,,,,Including folk methods.,24.8,16.1,8.7,,DHS,,Guinée Enquête Démographique et de Santé 1999,1739
developing,GIN ,324,Guinea,Guinea,Guinea2005,0,2005.08,2005.49,15-49,MW,9.1,5.7,3.4,,,,,,,,,,,21.9,13.4,8.5,,DHS,,Guinée Enquête Démographique et de Santé 2005,1740
developing,GIN ,324,Guinea,Guinea,Guinea2012,0,2012.42,2012.83,15-49,MW,5.6,4.6,1,,,,,,,,,,,23.7,17.1,6.6,,DHS,,Enquête Démographique et de Santé et à Indicateurs Multiples en Guinée 2012 (EDS-MICS-IV),5422
developing,GNB ,624,Guinea-Bissau,Guinea-Bissau,Guinea-Bissau2000,0,2000.27,2000.4,15-49,MW,7.6,4.5,3.2,,,,,,,,,,,,,,,MICS2,,Multiple Indicator Cluster Survey Guinea-Bissau,1895
developing,GNB ,624,Guinea-Bissau,Guinea-Bissau,Guinea-Bissau2006,0,2006.36,2006.44,15-49,MW,10.3,9.6,0.7,,,,,,,,,,,,,,,MICS3,,Guinée-Bissau Enquête par Grappes à Indicateurs Multiples 2006,176
developing,GNB ,624,Guinea-Bissau,Guinea-Bissau,Guinea-Bissau2010,0,2010.19,2010.52,15-49,MW,14.2,13.1,1.1,,,,,,,,,,,6,4.6,1.4,,MICS4,,"Inquérito aos Indicadores Múltiplos, Inquérito Demográfico de Saúde Reprodutiva - Guiné-Bissau, 2011",5002
developing,GNB ,624,Guinea-Bissau,Guinea-Bissau,Guinea-Bissau2014,0,2014.16,2014.58,15-49,MW,16,14.4,1.6,,,Preliminary data.,,,,,,,,22.3,,,,MICS5,,Guinea-Bissau 2014 Multiple Indicator Cluster Survey,5637
developing,GUY ,328,Guyana,Guyana,Guyana1975,0,1975.33,1975.49,15-49,MW,29.5,23.4,7.4,,,Figures by method do not add up to the total.,,Including abstinence and douching.,,,,,,,,,,WFS,,Guyana Fertility Survey 1975,3120
developing,GUY ,328,Guyana,Guyana,Guyana1991,0,1991,1993,15-44,MW,38.2,36.9,1.3,,,Adjusted.,,,,,,,,,,,,CPS,,Guyana Contraceptive Prevalence Survey 1991-1992,2809
developing,GUY ,328,Guyana,Guyana,Guyana2000,0,2000.58,2000.83,15-49,MW,37.3,36.3,1,,,Figures by method do not add up to the total.,,,,,,,,,,,,MICS2,,Guyana Multiple Indicator Cluster Survey,1939
developing,GUY ,328,Guyana,Guyana,Guyana2005,0,2005.41,2005.75,15-49,MW,34.6,33.6,1,,,,,Including folk methods.,,,,,Including folk methods.,,,,,DHS,,Guyana HIV/AIDS Indicator Survey 2005,139
developing,GUY ,328,Guyana,Guyana,Guyana2006,0,2006.24,2007.04,15-49,MW,34.2,33,1.2,,,,,,,,,,,,,,,MICS3,,Guyana Multiple Indicator Cluster Survey 2006,1893
developing,GUY ,328,Guyana,Guyana,Guyana2009,0,2009.16,2009.58,15-49,MW,42.5,40,2.5,,,,,Including folk methods.,,,,,Including folk methods.,28.5,9.4,19.1,,DHS,,Guyana Demographic and Health Survey 2009,4701
developing,GUY ,328,Guyana,Guyana,Guyana2014,0,2014,2015,15-49,MW,33.9,32.5,1.3,,,Preliminary data.,,,,,,,,28,,,,MICS,,Guyana 2014 Multiple Indicator Cluster Survey,5675
developing,HTI ,332,Haiti,Haiti,Haiti1977,0,1977,1978,15-50,MW,18.9,5.4,13.5,,,,,Including abstinence and douching.,,,,,,,,,,WFS,,Enquête Haïtienne sur la Fécondité 1977,791
developing,HTI ,332,Haiti,Haiti,Haiti1983,0,1983,1984,15-49,MW,6.9,3.9,3,,,,,,,,,,,,,,,CPS,,Enquête Haïtienne sur la Prévalence de la Contraception,718
developing,HTI ,332,Haiti,Haiti,Haiti1987,0,1987,1988,15-49,MW,6.7,5,1.9,,,Figures by method do not add up to the total.,,,,,,,,,,,,National survey,,"Enquête Mortalité, Morbidité et Utilisation des Services",2769
developing,HTI ,332,Haiti,Haiti,Haiti1989,0,1989.67,1989.83,15-49,MW,10.2,9.4,0.8,,,,,,,,,,,27.2,,,,CPS,,Enquête Nationale Haïtienne sur la Contraception 1989,4521
developing,HTI ,332,Haiti,Haiti,Haiti1994,0,1994.5,1995.08,15-49,MW,18,13.2,4.8,,,,"Including male sterilization, IUD and vaginal barrier methods.",Including folk methods.,,,,,Including folk methods.,44.7,17,27.7,,DHS,,"Enquête Mortalité, Morbidité et Utilisation des Services, Haïti 1994-1995",1764
developing,HTI ,332,Haiti,Haiti,Haiti2000,0,2000.08,2000.58,15-49,MW,28.1,22.9,5.2,,,,"Including male sterilization, female condoms, IUD and vaginal barrier methods.",Including folk methods.,,,,,Including folk methods.,39.6,15.6,24,,DHS,,"Enquête Mortalité, Morbidité et Utilisation des Services, Haïti 2000",1765
developing,HTI ,332,Haiti,Haiti,Haiti2005,0,2005.75,2006.49,15-49,MW,32,24.8,7.2,,,,"Including male sterilization, female condoms, IUD and vaginal barrier methods.",Including folk methods.,,,,,Including folk methods.,37.3,16.5,20.8,,DHS,,"Enquête Mortalité, Morbidité et Utilisation des Services, Haïti 2005-2006",1785
developing,HTI ,332,Haiti,Haiti,Haiti2012,0,2012,2012.5,15-49,MW,34.5,31.3,3.2,,,,Including vaginal barrier methods.,,,,,,,35.3,15.7,19.7,,DHS,,"Enquête Mortalité, Morbidité et Utilisation des Services (EMMUS V 2012)",5451
developing,HND ,340,Honduras,Honduras,Honduras1981,0,1981,1982,15-49,MW,26.9,23.6,3.3,,,,,,,,,,,,,,,CPS,,Encuesta Nacional de Prevalecía del Uso de Anticonceptivos 1981,120
developing,HND ,340,Honduras,Honduras,Honduras1984,0,1984.08,1985.08,15-44,MW,34.9,30.4,4.6,,,,,Including douching.,,,,,,,,,,National survey,,Encuesta Nacional de Salud Materno Infantil 1984,135
developing,HND ,340,Honduras,Honduras,Honduras1987,0,1987.43,1987.88,15-44,MW,40.6,32.9,7.6,,,,,,,,,,,15.8,7.6,8.2,,RHS,,Encuesta Nacional de Epidemiología y Salud Familiar 1987,157
developing,HND ,340,Honduras,Honduras,Honduras1991,0,1991,1993,15-44,MW,46.7,34.7,12,,,,,,,,,,,,,,,RHS,,Encuesta Nacional de Epidemiología y Salud Familiar 1991-1992,707
developing,HND ,340,Honduras,Honduras,Honduras1996,0,1996.08,1996.58,15-49,MW,49.2,40.3,9,,,,,,,,,,,18,,,,RHS,,Encuesta Nacional de Epidemiología y Salud Familiar 1996,199
developing,HND ,340,Honduras,Honduras,Honduras2001,0,2001.12,2001.63,15-49,MW,61.6,50.9,10.7,,,,,,,,,,,11.2,,,,RHS,,Encuesta Nacional de Epidemiología y Salud Familiar 2001,640
developing,HND ,340,Honduras,Honduras,Honduras2005,0,2005.75,2006.41,15-49,MW,65.2,56.3,8.9,,,,,,,,,,,16.8,8,8.8,,DHS,,Encuesta Nacional de Salud y Demografía 2005-2006,1788
developing,HND ,340,Honduras,Honduras,Honduras2011,0,2011.67,2012.58,15-49,MW,73.2,63.8,9.4,,,,,,,,,,,10.7,6.2,4.5,,DHS,,Encuesta Nacional de Salud y Demografía 2011-2012,5056
,HUN ,348,Hungary,Hungary,Hungary1958,0,1958,1959,<35,MW,58,18,40,,,,,Including douching.,,,,,,,,,,National survey,,1958 Fertility and Family Planning Study,4982
,HUN ,348,Hungary,Hungary,Hungary1965,0,1965,1967,15-39,MW,66.6,18.5,48.1,,,,,Including douching.,,,,,,,,,,National survey,,1966 Fertility and Family Planning Study,5099
,HUN ,348,Hungary,Hungary,Hungary1969,0,1969,1970,<35,MW,67,31,35,,,Figures by method do not add up to the total.,Including male and female sterilization.,Including douching.,,,,,,,,,,National survey,,Longitudinal Marriage Survey 1969,5407
,HUN ,348,Hungary,Hungary,Hungary1972,0,1972,1973,<35,MW,73,40,33,,,,Including male and female sterilization.,Including douching.,,,,,,,,,,National survey,,Longitudinal Marriage Survey 1972,3128
,HUN ,348,Hungary,Hungary,Hungary1974,0,1974,1975,<35,MW,74,44,30,,,,Including male and female sterilization.,Including douching.,,,,,,,,,,National survey,,1974 Fertility and Family Planning Study,5100
,HUN ,348,Hungary,Hungary,Hungary1975,0,1975,1976,<35,MW,76,52,24,,,,Including male and female sterilization.,Including douching.,,,,,,,,,,National survey,,Longitudinal Marriage Survey 1975,5101
,HUN ,348,Hungary,Hungary,Hungary1977,0,1977.33,1977.49,15-39,MW,73.1,52.2,20.9,,,,,Including douching.,,,,,,,,,,National survey,,"The Hungarian Fertility, Family Planning and Birth Control Survey 1977",3129
,HUN ,348,Hungary,Hungary,Hungary1986,0,1986,1987,15-39,MW,73.1,62.3,10.7,,,,,,,,,,,,,,,National survey,,1986 Fertility Survey,2760
,HUN ,348,Hungary,Hungary,Hungary1992,0,1992.84,1994,18-41,MW,80.6,71.3,9.3,,,Adjusted.,,,,,,,,7,,7,,FFS,,Hungarian Fertility and Family Survey,2822
developing,IND ,356,India,India,India1970,0,1970.5,1971.5,15-44,HW,13.6,9.5,4.1,,Data pertain to men and women of reproductive age who are married or in a union.,,,Including rhythm and withdrawal.,,,,,,,,,,National survey,,First All India Survey ,1856
developing,IND ,356,India,India,India1980,0,1980,1982,15+,HW,35.3,28.1,7.3,,Data pertain to men and women of reproductive age who are married or in a union.,Adjusted.,Including male and female sterilization.,Including rhythm and withdrawal.,,,,,,,,,,National survey,,Second All India Survey ,123
developing,IND ,356,India,India,India1988,0,1988,1989,15-44,HW,44.9,39.9,5,,Data pertain to men and women of reproductive age who are married or in a union.,,Including male and female sterilization.,,,,,,,,,,,National survey,,Third All India Survey ,2782
developing,IND ,356,India,India,India1992,0,1992.25,1993.75,15-49,MW,40.7,36.5,4.3,,,,,,,,,,,20.3,12.2,8.1,,DHS,,National Family Health Survey 1992-1993,1789
developing,IND ,356,India,India,India1998,0,1998.83,2000,15-49,MW,48.2,42.8,5.4,Excluding the state of Tripura.,,Adjusted.,,Missing methods are included in traditional methods.,Excluding the state of Tripura.,,,,,16.1,8.3,7.8,,DHS,,National Family Health Survey 1998-1999,1790
developing,IND ,356,India,India,India2000,0,2000,2001,15-49,MW,46.9,42.3,4.6,,,,Including male and female sterilization and female condoms.,,,,,,,,,,,MICS2,,India Multiple Indicator Survey 2000,2898
developing,IND ,356,India,India,India2002,0,2002,2005,15-44,MW,53,45.7,7.3,,,Adjusted.,,,,,,,,21.1,8.5,12.7,,National survey,,India 2002-2004 District Level Household Survey,1791
developing,IND ,356,India,India,India2005,0,2005.83,2006.66,15-49,MW,56.3,48.5,7.8,,,Figures by method do not add up to the total.,,Including folk methods.,,,,,Including folk methods.,13.9,6.1,7.8,,DHS,,National Family Health Survey 2005-2006,1792
developing,IND ,356,India,India,India2007,0,2007.92,2009,15-49,MW,54.8,48.1,6.4,,,Figures by method do not add up to the total.,,,,,,,,20.5,7.2,13.3,,National survey,,"District Level Household and Facility Survey (DLHS-3), 2007-08: India.",5336
developing,IDN ,360,Indonesia,Indonesia,Indonesia1973,0,1973,1974,15-49,MW,8.6,7.2,1.4,,,,,,,,,,,,,,,National survey,,1973 Fertility-Mortality Survey,5103
developing,IDN ,360,Indonesia,Indonesia,Indonesia1976,0,1976,1977,15-49,MW,26.3,22.9,3.4,Data pertain to Java and Bali.,,,,Including abstinence and douching.,Data pertain to Java and Bali.,,,,,,,,,WFS,,The Indonesian Fertility Survey 1976,703
developing,IDN ,360,Indonesia,Indonesia,Indonesia1979,0,1979,1980,Oct-49,MW,31.2,24.6,6.8,,,Figures by method do not add up to the total because some methods are used in combination.,,Including abstinence.,,,,,,,,,,National survey,,National Socio-economic Survey 1979,488
developing,IDN ,360,Indonesia,Indonesia,Indonesia1985,0,1985,1986,Oct-49,MW,38.5,36.9,1.6,,,,,,,,,,,,,,,National survey,,1985 Intercensal Population Survey,686
developing,IDN ,360,Indonesia,Indonesia,Indonesia1987,0,1987.67,1988,15-49,MW,47.7,44,3.7,,,,,Including folk methods.,,,,,Including folk methods.,16,10.1,6,,DHS,,National Contraceptive Prevalence Survey 1987,1693
developing,IDN ,360,Indonesia,Indonesia,Indonesia1991,0,1991.33,1991.58,15-49,MW,49.7,47.1,2.6,,,,,Including folk methods.,,,,,Including folk methods.,17,8.6,8.4,,DHS,,Indonesia Demographic and Health Survey 1991,1687
developing,IDN ,360,Indonesia,Indonesia,Indonesia1993,0,1993,1994,15-49,MW,53.1,51.2,2,,,,Including male and female sterilization.,,,,,,,,,,,National survey,,National Socio-economic Survey 1993,3133
developing,IDN ,360,Indonesia,Indonesia,Indonesia1994,0,1994.5,1994.91,15-49,MW,54.7,52.1,2.7,,,Figures by method do not add up to the total.,,Including folk methods.,,,,,Including folk methods.,15.3,6.6,8.7,,DHS,,Indonesia Demographic and Health Survey 1994,1688
developing,IDN ,360,Indonesia,Indonesia,Indonesia1995,0,1995,1996,15-49,MW,54.2,52.5,1.7,,,,Including male and female sterilization.,,,,,,,,,,,National survey,,National Socio-economic Survey 1995,489
developing,IDN ,360,Indonesia,Indonesia,Indonesia1996,0,1996,1997,15-49,MW,54.2,52.6,1.6,,,,Including male and female sterilization.,,,,,,,,,,,National survey,,National Socio-economic Survey 1996,491
developing,IDN ,360,Indonesia,Indonesia,Indonesia1997,0,1997.67,1998,15-49,MW,57.4,54.7,2.7,,,,,,,,,,,13.6,5.9,7.7,,DHS,,Indonesia Demographic and Health Survey 1997,1690
developing,IDN ,360,Indonesia,Indonesia,Indonesia1998,0,1998,1999,15-49,MW,55.4,54.2,1.3,,,,Including male and female sterilization.,,,,,,,,,,,National survey,,National Socio-economic Survey 1998,493
developing,IDN ,360,Indonesia,Indonesia,Indonesia1999,0,1999,2000,15-49,MW,55.4,54.3,1.1,,,,Including male and female sterilization.,,,,,,,,,,,National survey,,National Socio-economic Survey 1999,484
developing,IDN ,360,Indonesia,Indonesia,Indonesia2000,0,2000,2001,15-49,MW,54.8,53.8,1,,,,Including male and female sterilization.,,,,,,,,,,,National survey,,National Socio-economic Survey 2000,494
developing,IDN ,360,Indonesia,Indonesia,Indonesia2001,0,2001,2002,15-49,MW,52.5,51.8,0.8,,,,Including male and female sterilization.,,,,,,,,,,,National survey,,National Socio-economic Survey 2001,490
developing,IDN ,360,Indonesia,Indonesia,Indonesia2002,0,2002,2003,15-49,MW,54.2,,,,,,,,,,,,,,,,,National survey,,Indonesia 2002 National Socio-economic Survey,4523
developing,IDN ,360,Indonesia,Indonesia,Indonesia2002,0,2002.75,2003.33,15-49,MW,60.3,56.7,3.6,,,,,Including folk methods.,,,,,Including folk methods.,13.2,4.7,8.5,,DHS,,Indonesia Demographic and Health Survey 2002-2003,1689
developing,IDN ,360,Indonesia,Indonesia,Indonesia2003,0,2003,2004,15-49,MW,54.5,,,,,,,,,,,,,,,,,National survey,,Indonesia 2003 National Socio-economic Survey,4524
developing,IDN ,360,Indonesia,Indonesia,Indonesia2004,0,2004,2005,15-49,MW,56.7,,,,,,,,,,,,,,,,,National survey,,Indonesia 2004 National Socio-economic Survey,4525
developing,IDN ,360,Indonesia,Indonesia,Indonesia2005,0,2005,2006,15-49,MW,57.9,57.5,0.6,,,Figures by method do not add up to the total.,,,,,,,,,,,,National survey,,National Socio-economic Survey 2005,3135
developing,IDN ,360,Indonesia,Indonesia,Indonesia2005,0,2005,2006,15-49,MW,57.2,57.1,0.1,,,Figures by method do not add up to the total.,,,,,,,,,,,,National survey,,Indonesia 2005 Intercensal Population Survey,9
developing,IDN ,360,Indonesia,Indonesia,Indonesia2006,0,2006,2007,15-49,MW,57.9,56.49,1.41,,,,,,,,,,,,,,,National survey,,Indonesia 2006 National Socio-economic Survey,5858
developing,IDN ,360,Indonesia,Indonesia,Indonesia2007,0,2007,2008,15-49,MW,57.43,56.07,1.36,,,,,,,,,,,,,,,National survey,,Indonesia 2007 National Socio-economic Survey,5856
developing,IDN ,360,Indonesia,Indonesia,Indonesia2007,0,2007.41,2008.16,15-49,MW,61.4,57.4,4,,,Figures by method do not add up to the total.,,Including folk methods.,,,,,Including folk methods.,13.1,4.8,8.3,,DHS,,Indonesia Demographic and Health Survey 2007,739
developing,IDN ,360,Indonesia,Indonesia,Indonesia2008,0,2008,2009,15-49,MW,56.6,55.22,1.38,,,,,,,,,,,,,,,National survey,,Indonesia 2008 National Socio-economic Survey,5857
developing,IDN ,360,Indonesia,Indonesia,Indonesia2009,0,2009,2010,15-49,MW,60.6,58.83,1.77,,,,,,,,,,,,,,,National survey,,Indonesia 2009 National Socio-economic Survey,5859
developing,IDN ,360,Indonesia,Indonesia,Indonesia2010,0,2010,2011,15-49,MW,61,59.51,1.49,,,,,,,,,,,,,,,National survey,,Indonesia 2010 National Socio-economic Survey,5860
developing,IDN ,360,Indonesia,Indonesia,Indonesia2011,0,2011,2012,15-49,MW,61.3,59.44,1.86,,,,,,,,,,,,,,,National survey,,Indonesia 2011 National Socio-economic Survey,5861
developing,IDN ,360,Indonesia,Indonesia,Indonesia2012,0,2012,2013,15-49,MW,62.4,60.57,1.83,,,,,,,,,,,,,,,National survey,,Indonesia 2012 National Socio-economic Survey,5862
developing,IDN ,360,Indonesia,Indonesia,Indonesia2012,0,2012.33,2012.58,15-49,MW,61.9,57.9,4,,,,,,,,,,,11.4,4.5,6.9,,DHS,,Indonesia Demographic and Health Survey 2012,5458
